Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Houston,United States,Bill Eplett,Other,7/25/2021,US-2021-128307,77041,Quality Park Security Envelopes,Central,Home Office,7/29/2021,Standard Class,Texas,Envelopes,0.2,7.0659,1,20.936
Office Supplies,Woodstock,United States,Valerie Mitchum,Crayola,7/16/2022,US-2022-109778,60098,"Crayola Anti Dust Chalk, 12/Pack",Central,Home Office,7/21/2022,Standard Class,Illinois,Art,0.2,0.91,2,2.912
Office Supplies,Austin,United States,Julie Kriz,Newell,5/11/2022,US-2022-140298,78745,Newell 348,Central,Home Office,5/17/2022,Standard Class,Texas,Art,0.2,0.590400000,2,5.248
Office Supplies,Dallas,United States,Adrian Hane,Newell,10/31/2022,US-2022-131632,75217,Newell 350,Central,Home Office,11/4/2022,Standard Class,Texas,Art,0.2,0.590400000,2,5.248
Office Supplies,Pasadena,United States,Steve Nguyen,Other,11/18/2021,US-2021-119963,77506,4009 Highlighters by Sanford,Central,Home Office,11/22/2021,Standard Class,Texas,Art,0.2,1.0348,2,6.368
Office Supplies,Dallas,United States,Lindsay Shagiari,Other,11/12/2022,US-2022-164168,75081,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Central,Home Office,11/18/2022,Standard Class,Texas,Envelopes,0.2,4.4312,2,12.224
Office Supplies,Grand Prairie,United States,Sam Zeldin,Other,11/4/2022,US-2022-105144,75051,Alphabetical Labels for Top Tab Filing,Central,Home Office,11/11/2022,Standard Class,Texas,Labels,0.2,8.88,2,23.68
Office Supplies,Pasadena,United States,Steve Nguyen,Avery,11/18/2021,US-2021-119963,77506,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Central,Home Office,11/22/2021,Standard Class,Texas,Labels,0.2,15.8756,2,48.848
Office Supplies,Pasadena,United States,Ann Steele,Avery,9/29/2022,US-2022-100314,77506,Avery 499,Central,Home Office,10/5/2022,Standard Class,Texas,Labels,0.2,2.5896,2,7.968
Office Supplies,Austin,United States,Julie Kriz,Xerox,5/11/2022,US-2022-140298,78745,Xerox 1927,Central,Home Office,5/17/2022,Standard Class,Texas,Paper,0.2,2.14,2,6.848
Office Supplies,Dallas,United States,Matthew Grinstein,Xerox,10/12/2022,US-2022-152933,75081,Xerox 1993,Central,Home Office,10/16/2022,Standard Class,Texas,Paper,0.2,3.7584,2,10.368
Office Supplies,Pasadena,United States,Steve Nguyen,Xerox,11/18/2021,US-2021-119963,77506,Xerox 1881,Central,Home Office,11/22/2021,Standard Class,Texas,Paper,0.2,6.6312,2,19.648
Office Supplies,Austin,United States,Julie Kriz,SAFCO,5/11/2022,US-2022-140298,78745,Safco Commercial Shelving,Central,Home Office,5/17/2022,Standard Class,Texas,Storage,0.2,-14.8832,2,74.416
Office Supplies,Dallas,United States,Benjamin Farhat,Other,10/26/2022,US-2022-102729,75217,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Central,Home Office,10/31/2022,Standard Class,Texas,Storage,0.2,5.5616,2,55.616
Office Supplies,Houston,United States,Emily Ducich,Acco,8/17/2022,US-2022-133102,77095,Acco Side-Punched Conventional Columnar Pads,Central,Home Office,8/24/2022,Standard Class,Texas,Supplies,0.2,-1.041,2,5.552
Office Supplies,Chicago,United States,Max Ludwig,Other,5/6/2022,US-2022-140242,60623,Blackstonian Pencils,Central,Home Office,5/11/2022,Standard Class,Illinois,Art,0.2,0.6408,3,6.408
Office Supplies,Houston,United States,Emily Ducich,Avery,8/17/2022,US-2022-133102,77095,Avery Fluorescent Highlighter Four-Color Set,Central,Home Office,8/24/2022,Standard Class,Texas,Art,0.2,1.002,3,8.016
Office Supplies,Houston,United States,Philisse Overcash,Xerox,3/17/2022,US-2022-142867,77095,Xerox 1900,Central,Home Office,3/21/2022,Standard Class,Texas,Paper,0.2,3.21,3,10.272
Office Supplies,Dallas,United States,Lindsay Shagiari,Fellowes,11/12/2022,US-2022-164168,75081,Fellowes Neat Ideas Storage Cubes,Central,Home Office,11/18/2022,Standard Class,Texas,Storage,0.2,-15.5904,3,77.952
Office Supplies,Pasadena,United States,Ann Steele,Other,9/29/2022,US-2022-100314,77506,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central,Home Office,10/5/2022,Standard Class,Texas,Envelopes,0.2,9.4392,4,27.968
Office Supplies,Houston,United States,Shirley Daniels,Xerox,4/15/2022,US-2022-141698,77041,Xerox 207,Central,Home Office,4/21/2022,Standard Class,Texas,Paper,0.2,7.2576,4,20.736
Office Supplies,Chicago,United States,Paul Lucas,Newell,4/16/2022,US-2022-109946,60610,Newell 325,Central,Home Office,4/21/2022,Standard Class,Illinois,Art,0.2,2.065,5,16.52
Office Supplies,San Antonio,United States,Peter McVee,Avery,10/8/2021,US-2021-149685,78207,Avery 50,Central,Home Office,10/15/2021,Standard Class,Texas,Labels,0.2,20.2986,6,60.144
Office Supplies,Aurora,United States,Frank Gastineau,Fellowes,7/10/2022,US-2022-127460,60505,"Fellowes Mobile File Cart, Black",Central,Home Office,7/14/2022,Standard Class,Illinois,Storage,0.2,26.1156,6,298.464
Office Supplies,Chicago,United States,Rick Bensley,Avery,8/29/2021,US-2021-158568,60610,Avery Personal Creations Heavyweight Cards,Central,Home Office,9/2/2021,Standard Class,Illinois,Paper,0.2,22.6184,7,64.624
Office Supplies,Chicago,United States,Meg O'Connel,Adams,6/9/2022,US-2022-106663,60653,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Central,Home Office,6/13/2022,Standard Class,Illinois,Paper,0.2,11.36,8,36.352
Office Supplies,Pharr,United States,Mick Hernandez,SAFCO,8/23/2021,US-2021-160528,78577,SAFCO Boltless Steel Shelving,Central,Home Office,8/30/2021,Standard Class,Texas,Storage,0.2,-172.7328,8,727.296
Office Supplies,Houston,United States,Gary Hansen,Advantus,9/5/2021,US-2021-144540,77070,Advantus Map Pennant Flags and Round Head Tacks,Central,Home Office,9/10/2021,Standard Class,Texas,Fasteners,0.2,4.266,9,28.44
Office Supplies,Chicago,United States,Nicole Fjeld,Easy-staple paper,9/7/2022,US-2022-100335,60610,Easy-staple paper,Central,Home Office,9/13/2022,Standard Class,Illinois,Paper,0.2,26.4654,9,73.008
Office Supplies,Chicago,United States,Anthony Garverick,Other,10/14/2022,US-2022-126123,60623,Catalog Binders with Expanding Posts,Central,Home Office,10/18/2022,Standard Class,Illinois,Binders,0.8,-23.548,1,13.456
Office Supplies,Highland Park,United States,Laurel Beltran,XtraLife,11/13/2021,US-2021-162103,60035,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Central,Home Office,11/17/2021,Standard Class,Illinois,Binders,0.8,-4.704,2,3.136
Office Supplies,Houston,United States,Gary Hansen,Eureka,9/5/2021,US-2021-144540,77070,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Central,Home Office,9/10/2021,Standard Class,Texas,Appliances,0.8,-166.3935,3,62.79
Office Supplies,Chicago,United States,Rick Bensley,Avery,8/29/2021,US-2021-158568,60610,Avery Hidden Tab Dividers for Binding Systems,Central,Home Office,9/2/2021,Standard Class,Illinois,Binders,0.8,-3.0396,3,1.788
Office Supplies,Chicago,United States,Skye Norling,Fellowes,9/10/2022,US-2022-152093,60653,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Central,Home Office,9/15/2022,Standard Class,Illinois,Binders,0.8,-1143.891,3,762.594
Office Supplies,Dallas,United States,Deborah Brumfield,GBC,6/19/2022,US-2022-154011,75081,GBC Plasticlear Binding Covers,Central,Home Office,6/26/2022,Standard Class,Texas,Binders,0.8,-11.0208,3,6.888
Office Supplies,Houston,United States,Lindsay Shagiari,GBC,7/30/2021,US-2021-112025,77070,GBC VeloBind Cover Sets,Central,Home Office,8/4/2021,Standard Class,Texas,Binders,0.8,-13.896,3,9.264
Office Supplies,Lubbock,United States,Sample Company A,Other,4/11/2022,US-2022-143028,79424,Flexible Leather- Look Classic Collection Ring Binder,Central,Home Office,4/18/2022,Standard Class,Texas,Binders,0.8,-17.046,3,11.364
Office Supplies,Houston,United States,Emily Ducich,Belkin,8/17/2022,US-2022-133102,77095,Belkin Premiere Surge Master II 8-outlet surge protector,Central,Home Office,8/24/2022,Standard Class,Texas,Appliances,0.8,-99.1032,4,38.864
Office Supplies,Rockford,United States,Neil Französisch,GBC,7/23/2021,US-2021-162404,61107,"GBC Laser Imprintable Binding System Covers, Desert Sand",Central,Home Office,7/27/2021,Standard Class,Illinois,Binders,0.8,-18.8364,4,11.416
Office Supplies,Dallas,United States,Lindsay Shagiari,Other,11/12/2022,US-2022-164168,75081,Surelock Post Binders,Central,Home Office,11/18/2022,Standard Class,Texas,Binders,0.8,-45.84,5,30.56
Office Supplies,Houston,United States,Philisse Overcash,GBC,3/17/2022,US-2022-142867,77095,GBC Plasticlear Binding Covers,Central,Home Office,3/21/2022,Standard Class,Texas,Binders,0.8,-22.0416,6,13.776
Office Supplies,Danville,United States,Tony Chapman,GBC,4/30/2022,US-2022-144582,61832,GBC Linen Binding Covers,Central,Home Office,5/5/2022,Standard Class,Illinois,Binders,0.8,-69.3952,7,43.372
Office Supplies,Chicago,United States,Anthony Garverick,GBC,10/14/2022,US-2022-126123,60623,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Central,Home Office,10/18/2022,Standard Class,Illinois,Binders,0.8,-42.4638,9,27.396
Office Supplies,Arlington,United States,Sample Company A,GBC,9/30/2022,US-2022-130603,76017,GBC Instant Report Kit,Central,Home Office,10/6/2022,Standard Class,Texas,Binders,0.8,-17.469,9,11.646
Office Supplies,Baltimore,United States,Lindsay Shagiari,BIC,11/28/2022,US-2022-117702,21215,BIC Brite Liner Grip Highlighters,East,Home Office,12/4/2022,Standard Class,Maryland,Art,0,0.738,1,1.64
Office Supplies,Providence,United States,Daniel Raglin,Ibico,10/4/2021,US-2021-140158,02908,Ibico Plastic Spiral Binding Combs,East,Home Office,10/8/2021,Standard Class,Rhode Island,Binders,0,13.984,1,30.4
Office Supplies,New York City,United States,Penelope Sewall,Other,4/4/2022,US-2022-109211,10011,Brown Kraft Recycled Envelopes,East,Home Office,4/10/2022,Standard Class,New York,Envelopes,0,8.49,1,16.98
Office Supplies,Wilmington,United States,Laurel Beltran,Avery,7/31/2022,US-2022-147032,19805,Avery Personal Creations Heavyweight Cards,East,Home Office,8/4/2022,Standard Class,Delaware,Paper,0,5.5392,1,11.54
Office Supplies,New Brunswick,United States,Sanjit Jacobs,Wirebound,4/10/2022,US-2022-161984,08901,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",East,Home Office,4/15/2022,Standard Class,New Jersey,Paper,0,3.5767,1,7.61
Office Supplies,Plainfield,United States,Tamara Willingham,Xerox,7/21/2022,US-2022-127719,07060,Xerox 1993,East,Home Office,7/25/2022,Standard Class,New Jersey,Paper,0,3.1752,1,6.48
Office Supplies,New York City,United States,Sara Luxemburg,Xerox,12/10/2021,US-2021-100587,10024,Xerox 221,East,Home Office,12/14/2021,Standard Class,New York,Paper,0,3.1104,1,6.48
Office Supplies,Lawrence,United States,Ben Ferrer,SAFCO,12/14/2022,US-2022-151799,01841,Safco Industrial Shelving,East,Home Office,12/18/2022,Standard Class,Massachusetts,Storage,0,2.215500000,1,73.85
Office Supplies,Wheeling,United States,Eugene Hildebrand,Other,6/21/2022,US-2022-124744,26003,Zipper Ring Binder Pockets,East,Home Office,6/25/2022,Standard Class,West Virginia,Binders,0,3.0576,2,6.24
Office Supplies,New Brunswick,United States,Sanjit Jacobs,Other,4/10/2022,US-2022-161984,08901,OIC Binder Clips,East,Home Office,4/15/2022,Standard Class,New Jersey,Fasteners,0,3.58,2,7.16
Office Supplies,Quincy,United States,Frank Merwin,Xerox,7/3/2022,US-2022-129777,02169,Xerox 1881,East,Home Office,7/9/2022,Standard Class,Massachusetts,Paper,0,11.5432,2,24.56
Office Supplies,Perth Amboy,United States,Gary Hansen,Adams,2/17/2022,US-2022-132647,08861,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",East,Home Office,2/23/2022,Standard Class,New Jersey,Paper,0,5.7624,2,11.76
Office Supplies,Waterbury,United States,Dean percer,Eldon,9/15/2022,US-2022-139822,06708,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,East,Home Office,9/21/2022,Standard Class,Connecticut,Storage,0,10.8136,2,38.62
Office Supplies,Wilmington,United States,Laurel Beltran,Avery,7/31/2022,US-2022-147032,19805,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",East,Home Office,8/4/2022,Standard Class,Delaware,Binders,0,5.3949,3,11.01
Office Supplies,New York City,United States,Corinna Mitchell,Avery,11/13/2021,US-2021-113677,10011,Avery 499,East,Home Office,11/19/2021,Standard Class,New York,Labels,0,6.8724,3,14.94
Office Supplies,Fairfield,United States,Alan Dominguez,Xerox,12/1/2022,US-2022-143245,06824,Xerox 214,East,Home Office,12/6/2022,Standard Class,Connecticut,Paper,0,9.3312,3,19.44
Office Supplies,New York City,United States,Cyra Reiten,Adams,10/6/2022,US-2022-136868,10035,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",East,Home Office,10/12/2022,Standard Class,New York,Paper,0,7.668,3,17.04
Office Supplies,Westfield,United States,Valerie Mitchum,Decoflex,11/6/2022,US-2022-107720,07090,Decoflex Hanging Personal Folder File,East,Home Office,11/13/2022,Standard Class,New Jersey,Storage,0,12.0276,3,46.26
Office Supplies,New York City,United States,Victor Preis,Fellowes,11/30/2022,US-2022-105333,10011,Fellowes Officeware Wire Shelving,East,Home Office,12/4/2022,Standard Class,New York,Storage,0,5.389800000,3,269.49
Office Supplies,New York City,United States,Cyra Reiten,Space Solutions,10/6/2022,US-2022-136868,10035,Space Solutions HD Industrial Steel Shelving.,East,Home Office,10/12/2022,Standard Class,New York,Storage,0,10.3473,3,344.91
Office Supplies,Providence,United States,Daniel Raglin,Other,10/4/2021,US-2021-140158,02908,Letter Size File,East,Home Office,10/8/2021,Standard Class,Rhode Island,Storage,0,34.539,3,119.1
Office Supplies,Lawrence,United States,Ben Ferrer,Acme,12/14/2022,US-2022-151799,01841,Acme Office Executive Series Stainless Steel Trimmers,East,Home Office,12/18/2022,Standard Class,Massachusetts,Supplies,0,6.6846,3,25.71
Office Supplies,Concord,United States,Adam Bellavance,Acme,8/29/2021,US-2021-161207,03301,Acme Forged Steel Scissors with Black Enamel Handles,East,Home Office,9/3/2021,Standard Class,New Hampshire,Supplies,0,8.0997,3,27.93
Office Supplies,Malden,United States,Anne Pryor,Avery,9/8/2021,US-2021-114174,02148,Avery 52,East,Home Office,9/14/2021,Standard Class,Massachusetts,Labels,0,6.9372,4,14.76
Office Supplies,New York City,United States,Sanjit Jacobs,Xerox,8/11/2022,US-2022-100433,10009,Xerox 226,East,Home Office,8/16/2022,Standard Class,New York,Paper,0,12.4416,4,25.92
Office Supplies,Plainfield,United States,Karen Ferguson,Tennsco,4/8/2022,US-2022-112333,07060,Tennsco 16-Compartment Lockers with Coat Rack,East,Home Office,4/14/2022,Standard Class,New Jersey,Storage,0,621.9744,4,2591.56
Office Supplies,New York City,United States,Victor Preis,Iris,11/30/2022,US-2022-105333,10011,"Iris 3-Drawer Stacking Bin, Black",East,Home Office,12/4/2022,Standard Class,New York,Storage,0,1.6712,4,83.56
Office Supplies,Plainfield,United States,Karen Ferguson,Other,4/8/2022,US-2022-112333,07060,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,East,Home Office,4/14/2022,Standard Class,New Jersey,Appliances,0,10.4875,5,41.95
Office Supplies,Wilmington,United States,Laurel Beltran,Fellowes,7/31/2022,US-2022-147032,19805,Fellowes PB200 Plastic Comb Binding Machine,East,Home Office,8/4/2022,Standard Class,Delaware,Binders,0,390.977,5,849.95
Office Supplies,Wheeling,United States,Eugene Hildebrand,Ibico,6/21/2022,US-2022-124744,26003,Ibico Standard Transparent Covers,East,Home Office,6/25/2022,Standard Class,West Virginia,Binders,0,40.376,5,82.4
Office Supplies,Columbia,United States,Tracy Hopkins,Xerox,8/21/2022,US-2022-112956,21044,Xerox 1888,East,Home Office,8/27/2022,Standard Class,Maryland,Paper,0,133.152,5,277.4
Office Supplies,Rome,United States,Bill Eplett,Southworth,7/17/2022,US-2022-105046,13440,Southworth 25% Cotton Premium Laser Paper and Envelopes,East,Home Office,7/23/2022,Standard Class,New York,Paper,0,47.952,5,99.9
Office Supplies,Waterbury,United States,Dennis Bolton,Other,4/10/2022,US-2022-150623,06708,Recycled Steel Personal File for Hanging File Folders,East,Home Office,4/14/2022,Standard Class,Connecticut,Storage,0,71.5375,5,286.15
Office Supplies,Concord,United States,Michael Granlund,Tenex,9/22/2022,US-2022-102967,03301,"Tenex Personal Project File with Scoop Front Design, Black",East,Home Office,9/26/2022,Standard Class,New Hampshire,Storage,0,17.524,5,67.4
Office Supplies,Perth Amboy,United States,Gary Hansen,Fellowes,2/17/2022,US-2022-132647,08861,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,East,Home Office,2/23/2022,Standard Class,New Jersey,Storage,0,39.948,5,166.45
Office Supplies,Providence,United States,Deborah Brumfield,Other,12/2/2021,US-2021-163804,02908,Deluxe Rollaway Locking File with Drawer,East,Home Office,12/8/2021,Standard Class,Rhode Island,Storage,0,582.232,5,2079.4
Office Supplies,Concord,United States,Gary Mitchum,Hunt,8/6/2022,US-2022-151981,03301,"Hunt PowerHouse Electric Pencil Sharpener, Blue",East,Home Office,8/12/2022,Standard Class,New Hampshire,Art,0,68.364,6,227.88
Office Supplies,Niagara Falls,United States,Nora Pelletier,Newell,11/19/2021,US-2021-113138,14304,Newell 340,East,Home Office,11/25/2021,Standard Class,New York,Art,0,5.0112,6,17.28
Office Supplies,Lawrence,United States,Ben Ferrer,Acco,12/14/2022,US-2022-151799,01841,"Acco Banker's Clasps, 5 3/4""-Long",East,Home Office,12/18/2022,Standard Class,Massachusetts,Fasteners,0,8.1216,6,17.28
Office Supplies,New York City,United States,Frank Gastineau,Other,11/26/2022,US-2022-155607,10009,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,East,Home Office,11/30/2022,Standard Class,New York,Appliances,0,14.6825,7,58.73
Office Supplies,Columbia,United States,Ed Ludwig,Acco,10/14/2022,US-2022-150707,21044,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,Home Office,10/19/2022,Standard Class,Maryland,Binders,0,18.4534,7,37.66
Office Supplies,New York City,United States,Catherine Glotzbach,Avery,3/19/2022,US-2022-104955,10024,Avery 506,East,Home Office,3/24/2022,Standard Class,New York,Labels,0,13.2986,7,28.91
Office Supplies,Concord,United States,Gary Mitchum,Avery,8/6/2022,US-2022-151981,03301,Avery 481,East,Home Office,8/12/2022,Standard Class,New Hampshire,Labels,0,11.8272,8,24.64
Office Supplies,Wheeling,United States,Eugene Hildebrand,Xerox,6/21/2022,US-2022-124744,26003,Xerox 1908,East,Home Office,6/25/2022,Standard Class,West Virginia,Paper,0,219.4416,8,447.84
Office Supplies,New York City,United States,Steven Roelle,Other,10/23/2021,US-2021-132661,10024,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",East,Home Office,10/29/2021,Standard Class,New York,Paper,0,178.318,10,379.4
