Category;City;Country/Region;Customer Name;Manufacturer;Order Date;Order ID;Postal Code;Product Name;Region;Segment;Ship Date;Ship Mode;State;Sub-Category;Discount;Profit;Quantity;Sales
Office Supplies;Tulsa;United States;Paul Stevenson;Dixon;22.10.2021;US-2021-111920;74133;Dixon Ticonderoga Core-Lock Colored Pencils;Central;Home Office;26.10.2021;Standard Class;Oklahoma;Art;0;12,0252;4;36,44
Office Supplies;Superior;United States;Beth Thompson;Newell;22.12.2019;CA-2019-153612;54880;Newell 336;Central;Home Office;27.12.2019;Standard Class;Wisconsin;Art;0;4,9648;4;17,12
Office Supplies;Bloomington;United States;Steven Roelle;Wilson Jones;16.11.2018;US-2018-147704;47401;Wilson Jones Active Use Binders;Central;Home Office;21.11.2018;Standard Class;Indiana;Binders;0;14,2688;4;29,12
Office Supplies;Dubuque;United States;Deanra Eno;Acco;24.09.2019;CA-2019-153381;52001;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";Central;Home Office;28.09.2019;Standard Class;Iowa;Binders;0;6,858;4;15,24
Office Supplies;Jackson;United States;Mick Hernandez;Avery;21.01.2021;CA-2021-127026;49201;Avery Flip-Chart Easel Binder, Black;Central;Home Office;27.01.2021;Standard Class;Michigan;Binders;0;42,0744;4;89,52
Office Supplies;Oklahoma City;United States;Cynthia Delaney;Ibico;15.10.2020;CA-2020-124352;73120;Ibico Plastic Spiral Binding Combs;Central;Home Office;21.10.2020;Standard Class;Oklahoma;Binders;0;55,936;4;121,6
Office Supplies;Eagan;United States;Julie Kriz;Avery;10.08.2019;CA-2019-130022;55122;Avery 489;Central;Home Office;16.08.2019;Standard Class;Minnesota;Labels;0;19,872;4;41,4
Office Supplies;Sheboygan;United States;Matt Abelman;Other;23.08.2020;US-2020-117793;53081;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;Central;Home Office;29.08.2020;Standard Class;Wisconsin;Labels;0;11,592;4;25,2
Office Supplies;Columbus;United States;Vicky Freymann;Wirebound;17.12.2021;CA-2021-107342;47201;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";Central;Home Office;22.12.2021;Standard Class;Indiana;Paper;0;13,2352;4;28,16
Office Supplies;Indianapolis;United States;Karen Ferguson;Xerox;1.07.2021;US-2021-148362;46203;Xerox 226;Central;Home Office;8.07.2021;Standard Class;Indiana;Paper;0;12,4416;4;25,92
Office Supplies;Indianapolis;United States;Karen Ferguson;Carina;1.07.2021;US-2021-148362;46203;Carina Mini System Audio Rack, Model AR050B;Central;Home Office;8.07.2021;Standard Class;Indiana;Storage;0;13,3176;4;443,92
Office Supplies;Oklahoma City;United States;Arthur Wiediger;Tennsco;18.11.2020;CA-2020-136812;73120;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;Central;Home Office;23.11.2020;Standard Class;Oklahoma;Storage;0;55,896;4;1117,92
Office Supplies;Superior;United States;Eugene Moren;Eldon;30.05.2020;CA-2020-152730;54880;Eldon Simplefile Box Office;Central;Home Office;4.06.2020;Standard Class;Wisconsin;Storage;0;13,9328;4;49,76
Office Supplies;Milwaukee;United States;Matthew Grinstein;Acco;28.08.2021;US-2021-169502;53209;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;Central;Home Office;1.09.2021;Standard Class;Wisconsin;Appliances;0;26,564;5;91,6
Office Supplies;Jackson;United States;Matthew Grinstein;Newell;12.12.2020;CA-2020-139395;49201;Newell 333;Central;Home Office;18.12.2020;Standard Class;Michigan;Art;0;3,614;5;13,9
Office Supplies;Superior;United States;Eugene Moren;Newell;30.05.2020;CA-2020-152730;54880;Newell 343;Central;Home Office;4.06.2020;Standard Class;Wisconsin;Art;0;3,969;5;14,7
Office Supplies;Lawrence;United States;Michelle Arnett;Other;5.11.2020;US-2020-165078;46226;Premium Transparent Presentation Covers by GBC;Central;Home Office;10.11.2020;Standard Class;Indiana;Binders;0;50,352;5;104,9
Office Supplies;Jackson;United States;Mick Hernandez;Avery;21.01.2021;CA-2021-127026;49201;Avery Durable Binders;Central;Home Office;27.01.2021;Standard Class;Michigan;Binders;0;7,056;5;14,4
Office Supplies;Sterling Heights;United States;Victor Preis;Other;5.07.2019;CA-2019-130610;48310;Durable Pressboard Binders;Central;Home Office;10.07.2019;Standard Class;Michigan;Binders;0;8,93;5;19
Office Supplies;Springfield;United States;Nick Zandusky;Wilson Jones;2.08.2018;US-2018-106299;65807;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Central;Home Office;8.08.2018;Standard Class;Missouri;Binders;0;12,549;5;26,7
Office Supplies;Fargo;United States;Christopher Schild;Wilson Jones;28.12.2021;CA-2021-135111;58103;Wilson Jones Impact Binders;Central;Home Office;2.01.2022;Standard Class;North Dakota;Binders;0;12,691;5;25,9
Office Supplies;Bloomington;United States;Steven Roelle;Other;16.11.2018;US-2018-147704;47401;#10 White Business Envelopes,4 1/8 x 9 1/2;Central;Home Office;21.11.2018;Standard Class;Indiana;Envelopes;0;36,8245;5;78,35
Office Supplies;Omaha;United States;Jesus Ocampo;Other;29.05.2021;CA-2021-144568;68104;Plymouth Boxed Rubber Bands by Plymouth;Central;Home Office;2.06.2021;Standard Class;Nebraska;Fasteners;0;1,1775;5;23,55
Office Supplies;Omaha;United States;Sean Wendt;Advantus;17.04.2020;US-2020-133508;68104;Advantus Push Pins, Aluminum Head;Central;Home Office;21.04.2020;Standard Class;Nebraska;Fasteners;0;9,0055;5;29,05
Office Supplies;Lawrence;United States;Michelle Arnett;Avery;5.11.2020;US-2020-165078;46226;Avery 503;Central;Home Office;10.11.2020;Standard Class;Indiana;Labels;0;24,84;5;51,75
Office Supplies;Tulsa;United States;Michelle Tran;Xerox;11.08.2020;CA-2020-128671;74133;Xerox 202;Central;Home Office;16.08.2020;Standard Class;Oklahoma;Paper;0;15,552;5;32,4
Office Supplies;Bloomington;United States;Steven Roelle;Other;16.11.2018;US-2018-147704;47401;File Shuttle II and Handi-File, Black;Central;Home Office;21.11.2018;Standard Class;Indiana;Storage;0;42,3625;5;169,45
Office Supplies;Richmond;United States;Hallie Redmond;Tenex;14.01.2021;CA-2021-113278;47374;Tenex Personal Project File with Scoop Front Design, Black;Central;Home Office;20.01.2021;Standard Class;Indiana;Storage;0;17,524;5;67,4
Office Supplies;Richmond;United States;Pete Armstrong;Other;2.03.2019;CA-2019-105970;47374;Brown Kraft Recycled Envelopes;Central;Home Office;7.03.2019;Standard Class;Indiana;Envelopes;0;50,94;6;101,88
Office Supplies;Oklahoma City;United States;Cynthia Delaney;Avery;15.10.2020;CA-2020-124352;73120;Avery 508;Central;Home Office;21.10.2020;Standard Class;Oklahoma;Labels;0;14,4354;6;29,46
Office Supplies;Bloomington;United States;Steven Roelle;Xerox;16.11.2018;US-2018-147704;47401;Xerox 1954;Central;Home Office;21.11.2018;Standard Class;Indiana;Paper;0;14,256;6;31,68
Office Supplies;Superior;United States;Eugene Moren;Xerox;30.05.2020;CA-2020-152730;54880;Xerox 1915;Central;Home Office;4.06.2020;Standard Class;Wisconsin;Paper;0;301,968;6;629,1
Office Supplies;Tulsa;United States;Michelle Tran;Avery;11.08.2020;CA-2020-128671;74133;Avery Hanging File Binders;Central;Home Office;16.08.2020;Standard Class;Oklahoma;Binders;0;19,2556;7;41,86
Office Supplies;Holland;United States;Steve Carroll;Other;28.07.2020;CA-2020-143924;49423;Staples;Central;Home Office;3.08.2020;Standard Class;Michigan;Fasteners;0;9,198;7;20,44
Office Supplies;Oklahoma City;United States;Cynthia Delaney;Avery;15.10.2020;CA-2020-124352;73120;Avery 49;Central;Home Office;21.10.2020;Standard Class;Oklahoma;Labels;0;9,8784;7;20,16
Office Supplies;Superior;United States;Eugene Moren;Xerox;30.05.2020;CA-2020-152730;54880;Xerox 217;Central;Home Office;4.06.2020;Standard Class;Wisconsin;Paper;0;21,7728;7;45,36
Office Supplies;Milwaukee;United States;Paul Van Hugh;Belkin;22.02.2020;CA-2020-119025;53209;Belkin 5 Outlet SurgeMaster Power Centers;Central;Home Office;28.02.2020;Standard Class;Wisconsin;Appliances;0;137,2896;9;490,32
Office Supplies;Trenton;United States;Matt Abelman;Acco;8.08.2018;CA-2018-124478;48183;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;Central;Home Office;12.08.2018;Standard Class;Michigan;Appliances;0,1;37,23;3;167,535
Office Supplies;Dallas;United States;Lindsay Shagiari;Staple envelope;15.10.2019;US-2019-118766;75217;Staple envelope;Central;Home Office;22.10.2019;Standard Class;Texas;Envelopes;0,2;1,674;1;4,464
Office Supplies;Houston;United States;Bill Eplett;Other;25.07.2020;CA-2020-128307;77041;Quality Park Security Envelopes;Central;Home Office;29.07.2020;Standard Class;Texas;Envelopes;0,2;7,0659;1;20,936
Office Supplies;Woodstock;United States;Valerie Mitchum;Crayola;16.07.2021;CA-2021-109778;60098;Crayola Anti Dust Chalk, 12/Pack;Central;Home Office;21.07.2021;Standard Class;Illinois;Art;0,2;0,91;2;2,912
Office Supplies;Austin;United States;Julie Kriz;Newell;11.05.2021;CA-2021-140298;78745;Newell 348;Central;Home Office;17.05.2021;Standard Class;Texas;Art;0,2;0,590400000;2;5,248
Office Supplies;Dallas;United States;Adrian Hane;Newell;31.10.2021;CA-2021-131632;75217;Newell 350;Central;Home Office;4.11.2021;Standard Class;Texas;Art;0,2;0,590400000;2;5,248
Office Supplies;Pasadena;United States;Steve Nguyen;Other;18.11.2020;CA-2020-119963;77506;4009 Highlighters by Sanford;Central;Home Office;22.11.2020;Standard Class;Texas;Art;0,2;1,0348;2;6,368
Office Supplies;Dallas;United States;Lindsay Shagiari;Other;12.11.2021;CA-2021-164168;75081;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";Central;Home Office;18.11.2021;Standard Class;Texas;Envelopes;0,2;4,4312;2;12,224
Office Supplies;Houston;United States;Michelle Tran;Poly;25.09.2018;US-2018-112914;77041;Poly String Tie Envelopes;Central;Home Office;30.09.2018;Standard Class;Texas;Envelopes;0,2;1,1016;2;3,264
Office Supplies;League City;United States;Paul Van Hugh;Stockwell;12.07.2018;CA-2018-161508;77573;Stockwell Push Pins;Central;Home Office;16.07.2018;Standard Class;Texas;Fasteners;0,2;0,5668;2;3,488
Office Supplies;Grand Prairie;United States;Sam Zeldin;Other;4.11.2021;CA-2021-105144;75051;Alphabetical Labels for Top Tab Filing;Central;Home Office;11.11.2021;Standard Class;Texas;Labels;0,2;8,88;2;23,68
Office Supplies;Houston;United States;Emily Ducich;Other;23.11.2018;CA-2018-110352;77036;Alphabetical Labels for Top Tab Filing;Central;Home Office;29.11.2018;Standard Class;Texas;Labels;0,2;8,88;2;23,68
Office Supplies;Pasadena;United States;Steve Nguyen;Avery;18.11.2020;CA-2020-119963;77506;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Central;Home Office;22.11.2020;Standard Class;Texas;Labels;0,2;15,8756;2;48,848
Office Supplies;Elmhurst;United States;Clay Rozendal;Adams;18.04.2020;CA-2020-155551;60126;Adams Telephone Message Books, 5 1/4” x 11”;Central;Home Office;23.04.2020;Standard Class;Illinois;Paper;0,2;3,2616;2;9,664
Office Supplies;Austin;United States;Julie Kriz;Xerox;11.05.2021;CA-2021-140298;78745;Xerox 1927;Central;Home Office;17.05.2021;Standard Class;Texas;Paper;0,2;2,14;2;6,848
Office Supplies;Dallas;United States;Matthew Grinstein;Xerox;12.10.2021;CA-2021-152933;75081;Xerox 1993;Central;Home Office;16.10.2021;Standard Class;Texas;Paper;0,2;3,7584;2;10,368
Office Supplies;Houston;United States;Dianna Arnett;Xerox;25.04.2018;US-2018-157406;77095;Xerox 1985;Central;Home Office;29.04.2018;Standard Class;Texas;Paper;0,2;3,6288;2;10,368
Office Supplies;Pasadena;United States;Steve Nguyen;Xerox;18.11.2020;CA-2020-119963;77506;Xerox 1881;Central;Home Office;22.11.2020;Standard Class;Texas;Paper;0,2;6,6312;2;19,648
Office Supplies;Aurora;United States;Tonja Turnell;Other;22.04.2020;CA-2020-109057;60505;Pizazz Global Quick File;Central;Home Office;27.04.2020;Standard Class;Illinois;Storage;0,2;2,3952;2;23,952
Office Supplies;Austin;United States;Julie Kriz;SAFCO;11.05.2021;CA-2021-140298;78745;Safco Commercial Shelving;Central;Home Office;17.05.2021;Standard Class;Texas;Storage;0,2;-14,8832;2;74,416
Office Supplies;Dallas;United States;Benjamin Farhat;Other;26.10.2021;CA-2021-102729;75217;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;Central;Home Office;31.10.2021;Standard Class;Texas;Storage;0,2;5,5616;2;55,616
Office Supplies;Houston;United States;Emily Ducich;Acco;17.08.2021;CA-2021-133102;77095;Acco Side-Punched Conventional Columnar Pads;Central;Home Office;24.08.2021;Standard Class;Texas;Supplies;0,2;-1,041;2;5,552
Office Supplies;Chicago;United States;Max Ludwig;Other;6.05.2021;CA-2021-140242;60623;Blackstonian Pencils;Central;Home Office;11.05.2021;Standard Class;Illinois;Art;0,2;0,6408;3;6,408
Office Supplies;Houston;United States;Dianna Arnett;Other;25.04.2018;US-2018-157406;77095;12 Colored Short Pencils;Central;Home Office;29.04.2018;Standard Class;Texas;Art;0,2;0,546000000;3;6,24
Office Supplies;Houston;United States;Emily Ducich;Avery;17.08.2021;CA-2021-133102;77095;Avery Fluorescent Highlighter Four-Color Set;Central;Home Office;24.08.2021;Standard Class;Texas;Art;0,2;1,002;3;8,016
Office Supplies;Dallas;United States;Sanjit Jacobs;Tyvek;8.03.2020;CA-2020-130400;75217;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";Central;Home Office;12.03.2020;Standard Class;Texas;Envelopes;0,2;49,3938;3;146,352
Office Supplies;El Paso;United States;Michael Grace;Staple-on labels;23.02.2018;CA-2018-103744;79907;Staple-on labels;Central;Home Office;27.02.2018;Standard Class;Texas;Labels;0,2;2,3409;3;6,936
Office Supplies;Chicago;United States;Harold Dahlen;Other;11.05.2018;CA-2018-119172;60610;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";Central;Home Office;15.05.2018;Standard Class;Illinois;Paper;0,2;5,6784;3;17,472
Office Supplies;Elmhurst;United States;Vicky Freymann;Other;1.03.2018;CA-2018-113880;60126;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";Central;Home Office;5.03.2018;Standard Class;Illinois;Paper;0,2;5,6784;3;17,472
Office Supplies;Houston;United States;Philisse Overcash;Xerox;17.03.2021;CA-2021-142867;77095;Xerox 1900;Central;Home Office;21.03.2021;Standard Class;Texas;Paper;0,2;3,21;3;10,272
Office Supplies;League City;United States;Paul Van Hugh;Xerox;12.07.2018;CA-2018-161508;77573;Xerox 195;Central;Home Office;16.07.2018;Standard Class;Texas;Paper;0,2;5,6112;3;16,032
Office Supplies;Chicago;United States;Daniel Raglin;Sterilite;27.12.2019;US-2019-163783;60610;Sterilite Show Offs Storage Containers;Central;Home Office;1.01.2020;Standard Class;Illinois;Storage;0,2;-3,168;3;12,672
Office Supplies;Elmhurst;United States;Clay Rozendal;SAFCO;18.04.2020;CA-2020-155551;60126;Safco Industrial Wire Shelving;Central;Home Office;23.04.2020;Standard Class;Illinois;Storage;0,2;-48,9549;3;230,376
Office Supplies;Dallas;United States;Lindsay Shagiari;Fellowes;12.11.2021;CA-2021-164168;75081;Fellowes Neat Ideas Storage Cubes;Central;Home Office;18.11.2021;Standard Class;Texas;Storage;0,2;-15,5904;3;77,952
Office Supplies;Dallas;United States;Katherine Murray;Other;20.07.2018;CA-2018-143903;75217;Letter Size Cart;Central;Home Office;24.07.2018;Standard Class;Texas;Storage;0,2;38,5722;3;342,864
Office Supplies;Bedford;United States;Shirley Daniels;Message Book;31.08.2019;CA-2019-142139;76021;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";Central;Home Office;5.09.2019;Standard Class;Texas;Paper;0,2;6,812;4;20,96
Office Supplies;Houston;United States;Shirley Daniels;Xerox;15.04.2021;US-2021-141698;77041;Xerox 207;Central;Home Office;21.04.2021;Standard Class;Texas;Paper;0,2;7,2576;4;20,736
Office Supplies;Chicago;United States;Paul Lucas;Newell;16.04.2021;CA-2021-109946;60610;Newell 325;Central;Home Office;21.04.2021;Standard Class;Illinois;Art;0,2;2,065;5;16,52
Office Supplies;Houston;United States;Katherine Murray;Other;19.06.2019;CA-2019-163734;77070;Recycled Steel Personal File for Hanging File Folders;Central;Home Office;24.06.2019;Standard Class;Texas;Storage;0,2;14,3075;5;228,92
Office Supplies;San Antonio;United States;Peter McVee;Avery;8.10.2020;CA-2020-149685;78207;Avery 50;Central;Home Office;15.10.2020;Standard Class;Texas;Labels;0,2;20,2986;6;60,144
Office Supplies;Aurora;United States;Frank Gastineau;Fellowes;10.07.2021;CA-2021-127460;60505;Fellowes Mobile File Cart, Black;Central;Home Office;14.07.2021;Standard Class;Illinois;Storage;0,2;26,1156;6;298,464
Office Supplies;League City;United States;Paul Van Hugh;Other;12.07.2018;CA-2018-161508;77573;Fluorescent Highlighters by Dixon;Central;Home Office;16.07.2018;Standard Class;Texas;Art;0,2;3,9004;7;22,288
Office Supplies;Houston;United States;Michelle Tran;Xerox;25.09.2018;US-2018-112914;77041;Xerox 1954;Central;Home Office;30.09.2018;Standard Class;Texas;Paper;0,2;10,56;8;33,792
Office Supplies;Pharr;United States;Mick Hernandez;SAFCO;23.08.2020;US-2020-160528;78577;SAFCO Boltless Steel Shelving;Central;Home Office;30.08.2020;Standard Class;Texas;Storage;0,2;-172,7328;8;727,296
Office Supplies;Houston;United States;Gary Hansen;Advantus;5.09.2020;CA-2020-144540;77070;Advantus Map Pennant Flags and Round Head Tacks;Central;Home Office;10.09.2020;Standard Class;Texas;Fasteners;0,2;4,266;9;28,44
Office Supplies;Chicago;United States;Nicole Fjeld;Easy-staple paper;7.09.2021;CA-2021-100335;60610;Easy-staple paper;Central;Home Office;13.09.2021;Standard Class;Illinois;Paper;0,2;26,4654;9;73,008
Office Supplies;Houston;United States;Cathy Armstrong;Other;5.09.2019;CA-2019-162621;77036;Stiletto Hand Letter Openers;Central;Home Office;11.09.2019;Standard Class;Texas;Supplies;0,2;-14,688;9;69,12
Office Supplies;Houston;United States;Valerie Takahito;Other;6.06.2018;CA-2018-151897;77070;Round Specialty Laser Printer Labels;Central;Home Office;10.06.2018;Standard Class;Texas;Labels;0,2;33,831;10;100,24
Office Supplies;Chicago;United States;Anthony Garverick;Other;14.10.2021;CA-2021-126123;60623;Catalog Binders with Expanding Posts;Central;Home Office;18.10.2021;Standard Class;Illinois;Binders;0,8;-23,548;1;13,456
Office Supplies;Highland Park;United States;Laurel Beltran;XtraLife;13.11.2020;US-2020-162103;60035;XtraLife ClearVue Slant-D Ring Binders by Cardinal;Central;Home Office;17.11.2020;Standard Class;Illinois;Binders;0,8;-4,704;2;3,136
Office Supplies;Dallas;United States;Maria Etezadi;GBC;19.06.2019;CA-2019-144302;75081;GBC White Gloss Covers, Plain Front;Central;Home Office;23.06.2019;Standard Class;Texas;Binders;0,8;-9,5568;2;5,792
Office Supplies;Houston;United States;Michelle Tran;Avery;25.09.2018;US-2018-112914;77041;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Central;Home Office;30.09.2018;Standard Class;Texas;Binders;0,8;-4,3584;2;2,724
Office Supplies;Houston;United States;Gary Hansen;Eureka;5.09.2020;CA-2020-144540;77070;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;Central;Home Office;10.09.2020;Standard Class;Texas;Appliances;0,8;-166,3935;3;62,79
Office Supplies;Chicago;United States;Skye Norling;Fellowes;10.09.2021;CA-2021-152093;60653;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Central;Home Office;15.09.2021;Standard Class;Illinois;Binders;0,8;-1143,891;3;762,594
